Component-value,Component-alias,Demographic-value,Demographic-alias,Month (abbv)-value,Month (abbv)-alias,SUM(Encounter Count)-alias,ATTR(Demographic (copy))-alias,Citizenship Grouping,Title of Authority
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,AUG,AUG,"3,676",Single Adults,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JUL,JUL,"4,306",Single Adults,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JUN,JUN,"4,513",Single Adults,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,MAY,MAY,"4,551",Single Adults,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,APR,APR,"4,884",Single Adults,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,MAR,MAR,"4,959",Single Adults,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,FEB,FEB,"4,360",Single Adults,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JAN,JAN,"3,463",Single Adults,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,DEC,DEC,"4,489",Single Adults,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,NOV,NOV,"4,020",Single Adults,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,OCT,OCT,"3,993",Single Adults,El Salvador,all
%all%,%all%,%all%,%all%,%all%,%all%,"97,030",%many-values%,El Salvador,all
%all%,%all%,%all%,%all%,SEP,SEP,"6,247",%many-values%,El Salvador,all
%all%,%all%,%all%,%all%,AUG,AUG,"6,675",%many-values%,El Salvador,all
%all%,%all%,%all%,%all%,JUL,JUL,"7,952",%many-values%,El Salvador,all
%all%,%all%,%all%,%all%,JUN,JUN,"9,123",%many-values%,El Salvador,all
%all%,%all%,%all%,%all%,MAY,MAY,"8,980",%many-values%,El Salvador,all
%all%,%all%,%all%,%all%,APR,APR,"8,355",%many-values%,El Salvador,all
%all%,%all%,%all%,%all%,MAR,MAR,"8,403",%many-values%,El Salvador,all
%all%,%all%,%all%,%all%,FEB,FEB,"7,146",%many-values%,El Salvador,all
%all%,%all%,%all%,%all%,JAN,JAN,"5,810",%many-values%,El Salvador,all
%all%,%all%,%all%,%all%,DEC,DEC,"8,874",%many-values%,El Salvador,all
%all%,%all%,%all%,%all%,NOV,NOV,"9,664",%many-values%,El Salvador,all
%all%,%all%,%all%,%all%,OCT,OCT,"9,801",%many-values%,El Salvador,all
Office of Field Operations,Office of Field Operations,%all%,%all%,%all%,%all%,"3,663",%many-values%,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,SEP,SEP,513,%many-values%,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,AUG,AUG,616,%many-values%,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,JUL,JUL,401,%many-values%,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,JUN,JUN,386,%many-values%,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,MAY,MAY,600,%many-values%,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,APR,APR,579,%many-values%,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,MAR,MAR,136,%many-values%,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,FEB,FEB,140,%many-values%,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,JAN,JAN,100,%many-values%,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,DEC,DEC,96,%many-values%,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,NOV,NOV,69,%many-values%,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,OCT,OCT,27,%many-values%,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,%all%,%all%,3,Accompanied Minors,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,AUG,AUG,1,Accompanied Minors,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,MAY,MAY,1,Accompanied Minors,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,APR,APR,1,Accompanied Minors,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,%all%,%all%,103,UC / Single Minors,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,SEP,SEP,9,UC / Single Minors,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,AUG,AUG,13,UC / Single Minors,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,JUL,JUL,12,UC / Single Minors,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,JUN,JUN,12,UC / Single Minors,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,MAY,MAY,6,UC / Single Minors,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,APR,APR,8,UC / Single Minors,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,MAR,MAR,11,UC / Single Minors,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,FEB,FEB,10,UC / Single Minors,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,JAN,JAN,8,UC / Single Minors,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,DEC,DEC,4,UC / Single Minors,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,NOV,NOV,2,UC / Single Minors,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,OCT,OCT,8,UC / Single Minors,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,%all%,%all%,"2,536",FMUA,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,SEP,SEP,305,FMUA,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,AUG,AUG,423,FMUA,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,JUL,JUL,264,FMUA,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,JUN,JUN,265,FMUA,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,MAY,MAY,438,FMUA,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,APR,APR,465,FMUA,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,MAR,MAR,92,FMUA,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,FEB,FEB,97,FMUA,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,JAN,JAN,65,FMUA,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,DEC,DEC,72,FMUA,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,NOV,NOV,38,FMUA,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,OCT,OCT,12,FMUA,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,%all%,%all%,"1,021",Single Adults,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,SEP,SEP,199,Single Adults,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,AUG,AUG,179,Single Adults,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JUL,JUL,125,Single Adults,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JUN,JUN,109,Single Adults,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAY,MAY,155,Single Adults,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,APR,APR,105,Single Adults,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAR,MAR,33,Single Adults,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,FEB,FEB,33,Single Adults,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JAN,JAN,27,Single Adults,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,DEC,DEC,20,Single Adults,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,NOV,NOV,29,Single Adults,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,OCT,OCT,7,Single Adults,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,%all%,%all%,"37,058",%many-values%,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,SEP,SEP,"2,324",%many-values%,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,AUG,AUG,"2,293",%many-values%,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JUL,JUL,"2,932",%many-values%,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JUN,JUN,"3,709",%many-values%,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAY,MAY,"3,352",%many-values%,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,APR,APR,"2,764",%many-values%,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAR,MAR,"2,942",%many-values%,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,FEB,FEB,"2,374",%many-values%,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JAN,JAN,"1,925",%many-values%,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,DEC,DEC,"3,367",%many-values%,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,NOV,NOV,"4,545",%many-values%,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,OCT,OCT,"4,531",%many-values%,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,%all%,%all%,"16,328",UC / Single Minors,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,SEP,SEP,"1,146",UC / Single Minors,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,AUG,AUG,"1,138",UC / Single Minors,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JUL,JUL,"1,311",UC / Single Minors,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JUN,JUN,"1,571",UC / Single Minors,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,MAY,MAY,"1,610",UC / Single Minors,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,APR,APR,"1,275",UC / Single Minors,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,MAR,MAR,"1,469",UC / Single Minors,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,FEB,FEB,"1,129",UC / Single Minors,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JAN,JAN,942,UC / Single Minors,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,DEC,DEC,"1,342",UC / Single Minors,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,NOV,NOV,"1,731",UC / Single Minors,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,OCT,OCT,"1,664",UC / Single Minors,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,%all%,%all%,"17,009",FMUA,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,SEP,SEP,792,FMUA,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,AUG,AUG,766,FMUA,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JUL,JUL,"1,201",FMUA,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JUN,JUN,"1,638",FMUA,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,MAY,MAY,"1,404",FMUA,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,APR,APR,956,FMUA,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,MAR,MAR,"1,254",FMUA,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,FEB,FEB,"1,051",FMUA,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JAN,JAN,828,FMUA,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,DEC,DEC,"1,846",FMUA,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,NOV,NOV,"2,619",FMUA,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,OCT,OCT,"2,654",FMUA,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,%all%,%all%,"3,721",Single Adults,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,SEP,SEP,386,Single Adults,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,AUG,AUG,389,Single Adults,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JUL,JUL,420,Single Adults,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JUN,JUN,500,Single Adults,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,MAY,MAY,338,Single Adults,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,APR,APR,533,Single Adults,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,MAR,MAR,219,Single Adults,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,FEB,FEB,194,Single Adults,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JAN,JAN,155,Single Adults,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,DEC,DEC,179,Single Adults,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,NOV,NOV,195,Single Adults,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,OCT,OCT,213,Single Adults,El Salvador,Title 8
%all%,%all%,%all%,%all%,%all%,%all%,"40,721",%many-values%,El Salvador,Title 8
%all%,%all%,%all%,%all%,SEP,SEP,"2,837",%many-values%,El Salvador,Title 8
%all%,%all%,%all%,%all%,AUG,AUG,"2,909",%many-values%,El Salvador,Title 8
%all%,%all%,%all%,%all%,JUL,JUL,"3,333",%many-values%,El Salvador,Title 8
%all%,%all%,%all%,%all%,JUN,JUN,"4,095",%many-values%,El Salvador,Title 8
%all%,%all%,%all%,%all%,MAY,MAY,"3,952",%many-values%,El Salvador,Title 8
%all%,%all%,%all%,%all%,APR,APR,"3,343",%many-values%,El Salvador,Title 8
%all%,%all%,%all%,%all%,MAR,MAR,"3,078",%many-values%,El Salvador,Title 8
%all%,%all%,%all%,%all%,FEB,FEB,"2,514",%many-values%,El Salvador,Title 8
%all%,%all%,%all%,%all%,JAN,JAN,"2,025",%many-values%,El Salvador,Title 8
%all%,%all%,%all%,%all%,DEC,DEC,"3,463",%many-values%,El Salvador,Title 8
%all%,%all%,%all%,%all%,NOV,NOV,"4,614",%many-values%,El Salvador,Title 8
%all%,%all%,%all%,%all%,OCT,OCT,"4,558",%many-values%,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,%all%,%all%,171,%many-values%,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,SEP,SEP,11,%many-values%,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,AUG,AUG,11,%many-values%,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,JUL,JUL,11,%many-values%,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,JUN,JUN,13,Single Adults,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,MAY,MAY,9,Single Adults,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,APR,APR,37,%many-values%,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,MAR,MAR,17,%many-values%,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,FEB,FEB,9,%many-values%,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,JAN,JAN,8,%many-values%,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,DEC,DEC,21,%many-values%,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,NOV,NOV,9,Single Adults,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,OCT,OCT,15,%many-values%,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,%all%,%all%,21,Accompanied Minors,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,SEP,SEP,1,Accompanied Minors,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,AUG,AUG,2,Accompanied Minors,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,JUL,JUL,2,Accompanied Minors,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,APR,APR,8,Accompanied Minors,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,MAR,MAR,1,Accompanied Minors,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,FEB,FEB,1,Accompanied Minors,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,JAN,JAN,1,Accompanied Minors,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,DEC,DEC,4,Accompanied Minors,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,OCT,OCT,1,Accompanied Minors,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,%all%,%all%,150,Single Adults,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,SEP,SEP,10,Single Adults,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,AUG,AUG,9,Single Adults,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JUL,JUL,9,Single Adults,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JUN,JUN,13,Single Adults,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAY,MAY,9,Single Adults,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,APR,APR,29,Single Adults,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAR,MAR,16,Single Adults,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,FEB,FEB,8,Single Adults,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JAN,JAN,7,Single Adults,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,DEC,DEC,17,Single Adults,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,NOV,NOV,9,Single Adults,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,OCT,OCT,14,Single Adults,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,%all%,%all%,"56,138",%many-values%,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,SEP,SEP,"3,399",%many-values%,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,AUG,AUG,"3,755",%many-values%,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JUL,JUL,"4,608",%many-values%,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JUN,JUN,"5,015",%many-values%,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAY,MAY,"5,019",%many-values%,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,APR,APR,"4,975",%many-values%,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAR,MAR,"5,308",%many-values%,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,FEB,FEB,"4,623",%many-values%,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JAN,JAN,"3,777",%many-values%,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,DEC,DEC,"5,390",%many-values%,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,NOV,NOV,"5,041",%many-values%,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,OCT,OCT,"5,228",%many-values%,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,%all%,%all%,"9,279",FMUA,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,SEP,SEP,419,FMUA,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,AUG,AUG,468,FMUA,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JUL,JUL,722,FMUA,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JUN,JUN,"1,002",FMUA,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,MAY,MAY,806,FMUA,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,APR,APR,624,FMUA,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,MAR,MAR,568,FMUA,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,FEB,FEB,457,FMUA,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JAN,JAN,469,FMUA,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,DEC,DEC,"1,080",FMUA,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,NOV,NOV,"1,216",FMUA,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,OCT,OCT,"1,448",FMUA,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,%all%,%all%,"46,859",Single Adults,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,SEP,SEP,"2,980",Single Adults,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,AUG,AUG,"3,287",Single Adults,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JUL,JUL,"3,886",Single Adults,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JUN,JUN,"4,013",Single Adults,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,MAY,MAY,"4,213",Single Adults,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,APR,APR,"4,351",Single Adults,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,MAR,MAR,"4,740",Single Adults,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,FEB,FEB,"4,166",Single Adults,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JAN,JAN,"3,308",Single Adults,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,DEC,DEC,"4,310",Single Adults,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,NOV,NOV,"3,825",Single Adults,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,OCT,OCT,"3,780",Single Adults,El Salvador,Title 42
%all%,%all%,%all%,%all%,%all%,%all%,"56,309",%many-values%,El Salvador,Title 42
%all%,%all%,%all%,%all%,SEP,SEP,"3,410",%many-values%,El Salvador,Title 42
%all%,%all%,%all%,%all%,AUG,AUG,"3,766",%many-values%,El Salvador,Title 42
%all%,%all%,%all%,%all%,JUL,JUL,"4,619",%many-values%,El Salvador,Title 42
%all%,%all%,%all%,%all%,JUN,JUN,"5,028",%many-values%,El Salvador,Title 42
%all%,%all%,%all%,%all%,MAY,MAY,"5,028",%many-values%,El Salvador,Title 42
%all%,%all%,%all%,%all%,APR,APR,"5,012",%many-values%,El Salvador,Title 42
%all%,%all%,%all%,%all%,MAR,MAR,"5,325",%many-values%,El Salvador,Title 42
%all%,%all%,%all%,%all%,FEB,FEB,"4,632",%many-values%,El Salvador,Title 42
%all%,%all%,%all%,%all%,JAN,JAN,"3,785",%many-values%,El Salvador,Title 42
%all%,%all%,%all%,%all%,DEC,DEC,"5,411",%many-values%,El Salvador,Title 42
%all%,%all%,%all%,%all%,NOV,NOV,"5,050",%many-values%,El Salvador,Title 42
%all%,%all%,%all%,%all%,OCT,OCT,"5,243",%many-values%,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,%all%,%all%,"3,345",%many-values%,Guatemala,all
Office of Field Operations,Office of Field Operations,%all%,%all%,SEP,SEP,421,%many-values%,Guatemala,all
Office of Field Operations,Office of Field Operations,%all%,%all%,AUG,AUG,589,%many-values%,Guatemala,all
Office of Field Operations,Office of Field Operations,%all%,%all%,JUL,JUL,402,%many-values%,Guatemala,all
Office of Field Operations,Office of Field Operations,%all%,%all%,JUN,JUN,429,%many-values%,Guatemala,all
Office of Field Operations,Office of Field Operations,%all%,%all%,MAY,MAY,392,%many-values%,Guatemala,all
Office of Field Operations,Office of Field Operations,%all%,%all%,APR,APR,457,%many-values%,Guatemala,all
Office of Field Operations,Office of Field Operations,%all%,%all%,MAR,MAR,147,%many-values%,Guatemala,all
Office of Field Operations,Office of Field Operations,%all%,%all%,FEB,FEB,134,%many-values%,Guatemala,all
