Component-value,Component-alias,Demographic-value,Demographic-alias,Month (abbv)-value,Month (abbv)-alias,SUM(Encounter Count)-alias,ATTR(Demographic (copy))-alias,Citizenship Grouping,Title of Authority
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,FEB,FEB,4360,Single Adults,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JAN,JAN,3461,Single Adults,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,DEC,DEC,4488,Single Adults,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,NOV,NOV,4020,Single Adults,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,OCT,OCT,3993,Single Adults,El Salvador,all
%all%,%all%,%all%,%all%,%all%,%all%,49682,%many-values%,El Salvador,all
%all%,%all%,%all%,%all%,MAR,MAR,8387,%many-values%,El Salvador,all
%all%,%all%,%all%,%all%,FEB,FEB,7146,%many-values%,El Salvador,all
%all%,%all%,%all%,%all%,JAN,JAN,5808,%many-values%,El Salvador,all
%all%,%all%,%all%,%all%,DEC,DEC,8873,%many-values%,El Salvador,all
%all%,%all%,%all%,%all%,NOV,NOV,9665,%many-values%,El Salvador,all
%all%,%all%,%all%,%all%,OCT,OCT,9803,%many-values%,El Salvador,all
Office of Field Operations,Office of Field Operations,%all%,%all%,%all%,%all%,567,%many-values%,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,MAR,MAR,135,%many-values%,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,FEB,FEB,140,%many-values%,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,JAN,JAN,100,%many-values%,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,DEC,DEC,96,%many-values%,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,NOV,NOV,69,%many-values%,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,OCT,OCT,27,%many-values%,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,%all%,%all%,43,UC / Single Minors,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,MAR,MAR,11,UC / Single Minors,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,FEB,FEB,10,UC / Single Minors,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,JAN,JAN,8,UC / Single Minors,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,DEC,DEC,4,UC / Single Minors,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,NOV,NOV,2,UC / Single Minors,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,OCT,OCT,8,UC / Single Minors,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,%all%,%all%,376,FMUA,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,MAR,MAR,92,FMUA,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,FEB,FEB,97,FMUA,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,JAN,JAN,65,FMUA,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,DEC,DEC,72,FMUA,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,NOV,NOV,38,FMUA,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,OCT,OCT,12,FMUA,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,%all%,%all%,148,Single Adults,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAR,MAR,32,Single Adults,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,FEB,FEB,33,Single Adults,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JAN,JAN,27,Single Adults,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,DEC,DEC,20,Single Adults,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,NOV,NOV,29,Single Adults,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,OCT,OCT,7,Single Adults,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,%all%,%all%,19698,%many-values%,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAR,MAR,2951,%many-values%,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,FEB,FEB,2378,%many-values%,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JAN,JAN,1924,%many-values%,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,DEC,DEC,3367,%many-values%,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,NOV,NOV,4545,%many-values%,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,OCT,OCT,4533,%many-values%,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,%all%,%all%,8275,UC / Single Minors,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,MAR,MAR,1469,UC / Single Minors,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,FEB,FEB,1129,UC / Single Minors,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JAN,JAN,942,UC / Single Minors,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,DEC,DEC,1341,UC / Single Minors,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,NOV,NOV,1730,UC / Single Minors,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,OCT,OCT,1664,UC / Single Minors,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,%all%,%all%,10261,FMUA,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,MAR,MAR,1259,FMUA,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,FEB,FEB,1051,FMUA,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JAN,JAN,828,FMUA,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,DEC,DEC,1846,FMUA,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,NOV,NOV,2621,FMUA,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,OCT,OCT,2656,FMUA,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,%all%,%all%,1162,Single Adults,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,MAR,MAR,223,Single Adults,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,FEB,FEB,198,Single Adults,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JAN,JAN,154,Single Adults,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,DEC,DEC,180,Single Adults,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,NOV,NOV,194,Single Adults,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,OCT,OCT,213,Single Adults,El Salvador,Title 8
%all%,%all%,%all%,%all%,%all%,%all%,20265,%many-values%,El Salvador,Title 8
%all%,%all%,%all%,%all%,MAR,MAR,3086,%many-values%,El Salvador,Title 8
%all%,%all%,%all%,%all%,FEB,FEB,2518,%many-values%,El Salvador,Title 8
%all%,%all%,%all%,%all%,JAN,JAN,2024,%many-values%,El Salvador,Title 8
%all%,%all%,%all%,%all%,DEC,DEC,3463,%many-values%,El Salvador,Title 8
%all%,%all%,%all%,%all%,NOV,NOV,4614,%many-values%,El Salvador,Title 8
%all%,%all%,%all%,%all%,OCT,OCT,4560,%many-values%,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,%all%,%all%,79,%many-values%,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,MAR,MAR,17,%many-values%,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,FEB,FEB,9,%many-values%,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,JAN,JAN,8,%many-values%,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,DEC,DEC,21,%many-values%,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,NOV,NOV,9,Single Adults,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,OCT,OCT,15,%many-values%,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,%all%,%all%,8,Accompanied Minors,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,MAR,MAR,1,Accompanied Minors,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,FEB,FEB,1,Accompanied Minors,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,JAN,JAN,1,Accompanied Minors,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,DEC,DEC,4,Accompanied Minors,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,OCT,OCT,1,Accompanied Minors,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,%all%,%all%,71,Single Adults,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAR,MAR,16,Single Adults,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,FEB,FEB,8,Single Adults,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JAN,JAN,7,Single Adults,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,DEC,DEC,17,Single Adults,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,NOV,NOV,9,Single Adults,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,OCT,OCT,14,Single Adults,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,%all%,%all%,29338,%many-values%,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAR,MAR,5284,%many-values%,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,FEB,FEB,4619,%many-values%,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JAN,JAN,3776,%many-values%,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,DEC,DEC,5389,%many-values%,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,NOV,NOV,5042,%many-values%,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,OCT,OCT,5228,%many-values%,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,%all%,%all%,1,UC / Single Minors,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,DEC,DEC,1,UC / Single Minors,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,%all%,%all%,5229,FMUA,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,MAR,MAR,559,FMUA,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,FEB,FEB,457,FMUA,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JAN,JAN,469,FMUA,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,DEC,DEC,1080,FMUA,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,NOV,NOV,1216,FMUA,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,OCT,OCT,1448,FMUA,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,%all%,%all%,24108,Single Adults,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,MAR,MAR,4725,Single Adults,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,FEB,FEB,4162,Single Adults,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JAN,JAN,3307,Single Adults,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,DEC,DEC,4308,Single Adults,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,NOV,NOV,3826,Single Adults,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,OCT,OCT,3780,Single Adults,El Salvador,Title 42
%all%,%all%,%all%,%all%,%all%,%all%,29417,%many-values%,El Salvador,Title 42
%all%,%all%,%all%,%all%,MAR,MAR,5301,%many-values%,El Salvador,Title 42
%all%,%all%,%all%,%all%,FEB,FEB,4628,%many-values%,El Salvador,Title 42
%all%,%all%,%all%,%all%,JAN,JAN,3784,%many-values%,El Salvador,Title 42
%all%,%all%,%all%,%all%,DEC,DEC,5410,%many-values%,El Salvador,Title 42
%all%,%all%,%all%,%all%,NOV,NOV,5051,%many-values%,El Salvador,Title 42
%all%,%all%,%all%,%all%,OCT,OCT,5243,%many-values%,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,%all%,%all%,655,%many-values%,Guatemala,all
Office of Field Operations,Office of Field Operations,%all%,%all%,MAR,MAR,147,%many-values%,Guatemala,all
Office of Field Operations,Office of Field Operations,%all%,%all%,FEB,FEB,134,%many-values%,Guatemala,all
Office of Field Operations,Office of Field Operations,%all%,%all%,JAN,JAN,110,%many-values%,Guatemala,all
Office of Field Operations,Office of Field Operations,%all%,%all%,DEC,DEC,101,%many-values%,Guatemala,all
Office of Field Operations,Office of Field Operations,%all%,%all%,NOV,NOV,90,%many-values%,Guatemala,all
Office of Field Operations,Office of Field Operations,%all%,%all%,OCT,OCT,73,%many-values%,Guatemala,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,%all%,%all%,10,Accompanied Minors,Guatemala,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,MAR,MAR,1,Accompanied Minors,Guatemala,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,FEB,FEB,3,Accompanied Minors,Guatemala,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,NOV,NOV,3,Accompanied Minors,Guatemala,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,OCT,OCT,3,Accompanied Minors,Guatemala,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,%all%,%all%,100,UC / Single Minors,Guatemala,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,MAR,MAR,16,UC / Single Minors,Guatemala,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,FEB,FEB,26,UC / Single Minors,Guatemala,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,JAN,JAN,9,UC / Single Minors,Guatemala,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,DEC,DEC,17,UC / Single Minors,Guatemala,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,NOV,NOV,13,UC / Single Minors,Guatemala,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,OCT,OCT,19,UC / Single Minors,Guatemala,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,%all%,%all%,252,FMUA,Guatemala,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,MAR,MAR,73,FMUA,Guatemala,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,FEB,FEB,66,FMUA,Guatemala,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,JAN,JAN,51,FMUA,Guatemala,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,DEC,DEC,25,FMUA,Guatemala,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,NOV,NOV,23,FMUA,Guatemala,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,OCT,OCT,14,FMUA,Guatemala,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,%all%,%all%,293,Single Adults,Guatemala,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAR,MAR,57,Single Adults,Guatemala,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,FEB,FEB,39,Single Adults,Guatemala,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JAN,JAN,50,Single Adults,Guatemala,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,DEC,DEC,59,Single Adults,Guatemala,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,NOV,NOV,51,Single Adults,Guatemala,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,OCT,OCT,37,Single Adults,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,%all%,%all%,113609,%many-values%,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAR,MAR,21208,%many-values%,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,FEB,FEB,18073,%many-values%,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JAN,JAN,13745,%many-values%,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,DEC,DEC,20906,%many-values%,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,NOV,NOV,20379,%many-values%,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,OCT,OCT,19298,%many-values%,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,%all%,%all%,29710,UC / Single Minors,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,MAR,MAR,5494,UC / Single Minors,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,FEB,FEB,4844,UC / Single Minors,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JAN,JAN,3059,UC / Single Minors,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,DEC,DEC,5272,UC / Single Minors,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,NOV,NOV,5990,UC / Single Minors,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,OCT,OCT,5051,UC / Single Minors,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,%all%,%all%,16928,FMUA,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,MAR,MAR,2291,FMUA,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,FEB,FEB,2157,FMUA,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JAN,JAN,1636,FMUA,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,DEC,DEC,3121,FMUA,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,NOV,NOV,3589,FMUA,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,OCT,OCT,4134,FMUA,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,%all%,%all%,66971,Single Adults,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,MAR,MAR,13423,Single Adults,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,FEB,FEB,11072,Single Adults,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JAN,JAN,9050,Single Adults,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,DEC,DEC,12513,Single Adults,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,NOV,NOV,10800,Single Adults,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,OCT,OCT,10113,Single Adults,Guatemala,all
%all%,%all%,%all%,%all%,%all%,%all%,114264,%many-values%,Guatemala,all
%all%,%all%,%all%,%all%,MAR,MAR,21355,%many-values%,Guatemala,all
%all%,%all%,%all%,%all%,FEB,FEB,18207,%many-values%,Guatemala,all
%all%,%all%,%all%,%all%,JAN,JAN,13855,%many-values%,Guatemala,all
%all%,%all%,%all%,%all%,DEC,DEC,21007,%many-values%,Guatemala,all
%all%,%all%,%all%,%all%,NOV,NOV,20469,%many-values%,Guatemala,all
%all%,%all%,%all%,%all%,OCT,OCT,19371,%many-values%,Guatemala,all
Office of Field Operations,Office of Field Operations,%all%,%all%,%all%,%all%,528,%many-values%,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,MAR,MAR,132,%many-values%,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,FEB,FEB,123,%many-values%,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,JAN,JAN,91,%many-values%,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,DEC,DEC,70,%many-values%,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,NOV,NOV,61,%many-values%,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,OCT,OCT,51,%many-values%,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,%all%,%all%,2,Accompanied Minors,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,FEB,FEB,1,Accompanied Minors,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,NOV,NOV,1,Accompanied Minors,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,%all%,%all%,100,UC / Single Minors,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,MAR,MAR,16,UC / Single Minors,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,FEB,FEB,26,UC / Single Minors,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,JAN,JAN,9,UC / Single Minors,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,DEC,DEC,17,UC / Single Minors,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,NOV,NOV,13,UC / Single Minors,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,OCT,OCT,19,UC / Single Minors,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,%all%,%all%,252,FMUA,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,MAR,MAR,73,FMUA,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,FEB,FEB,66,FMUA,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,JAN,JAN,51,FMUA,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,DEC,DEC,25,FMUA,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,NOV,NOV,23,FMUA,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,OCT,OCT,14,FMUA,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,%all%,%all%,174,Single Adults,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAR,MAR,43,Single Adults,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,FEB,FEB,30,Single Adults,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JAN,JAN,31,Single Adults,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,DEC,DEC,28,Single Adults,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,NOV,NOV,24,Single Adults,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,OCT,OCT,18,Single Adults,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,%all%,%all%,35262,%many-values%,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAR,MAR,6260,%many-values%,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,FEB,FEB,5497,%many-values%,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JAN,JAN,3616,%many-values%,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,DEC,DEC,6783,%many-values%,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,NOV,NOV,7089,%many-values%,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,OCT,OCT,6017,%many-values%,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,%all%,%all%,29710,UC / Single Minors,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,MAR,MAR,5494,UC / Single Minors,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,FEB,FEB,4844,UC / Single Minors,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JAN,JAN,3059,UC / Single Minors,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,DEC,DEC,5272,UC / Single Minors,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,NOV,NOV,5990,UC / Single Minors,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,OCT,OCT,5051,UC / Single Minors,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,%all%,%all%,3482,FMUA,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,MAR,MAR,326,FMUA,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,FEB,FEB,313,FMUA,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JAN,JAN,317,FMUA,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,DEC,DEC,1150,FMUA,Guatemala,Title 8
