Component-value,Component-alias,Demographic-value,Demographic-alias,Month (abbv)-value,Month (abbv)-alias,SUM(Encounter Count)-alias,ATTR(Demographic (copy))-alias,Citizenship Grouping,Title of Authority
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,OCT,OCT,13410,FMUA,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,%all%,%all%,734872,Single Adults,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JUN,JUN,76347,Single Adults,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,MAY,MAY,91553,Single Adults,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,APR,APR,90464,Single Adults,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,MAR,MAR,101425,Single Adults,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,FEB,FEB,82705,Single Adults,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JAN,JAN,68931,Single Adults,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,DEC,DEC,67936,Single Adults,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,NOV,NOV,76230,Single Adults,all,Title 42
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,OCT,OCT,79281,Single Adults,all,Title 42
%all%,%all%,%all%,%all%,%all%,%all%,847898,%many-values%,all,Title 42
%all%,%all%,%all%,%all%,JUN,JUN,92273,%many-values%,all,Title 42
%all%,%all%,%all%,%all%,MAY,MAY,104103,%many-values%,all,Title 42
%all%,%all%,%all%,%all%,APR,APR,100303,%many-values%,all,Title 42
%all%,%all%,%all%,%all%,MAR,MAR,111753,%many-values%,all,Title 42
%all%,%all%,%all%,%all%,FEB,FEB,92992,%many-values%,all,Title 42
%all%,%all%,%all%,%all%,JAN,JAN,79604,%many-values%,all,Title 42
%all%,%all%,%all%,%all%,DEC,DEC,82153,%many-values%,all,Title 42
%all%,%all%,%all%,%all%,NOV,NOV,90189,%many-values%,all,Title 42
%all%,%all%,%all%,%all%,OCT,OCT,94528,%many-values%,all,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,%all%,%all%,2273,%many-values%,El Salvador,all
Office of Field Operations,Office of Field Operations,%all%,%all%,JUN,JUN,402,%many-values%,El Salvador,all
Office of Field Operations,Office of Field Operations,%all%,%all%,MAY,MAY,609,%many-values%,El Salvador,all
Office of Field Operations,Office of Field Operations,%all%,%all%,APR,APR,615,%many-values%,El Salvador,all
Office of Field Operations,Office of Field Operations,%all%,%all%,MAR,MAR,153,%many-values%,El Salvador,all
Office of Field Operations,Office of Field Operations,%all%,%all%,FEB,FEB,149,%many-values%,El Salvador,all
Office of Field Operations,Office of Field Operations,%all%,%all%,JAN,JAN,108,%many-values%,El Salvador,all
Office of Field Operations,Office of Field Operations,%all%,%all%,DEC,DEC,117,%many-values%,El Salvador,all
Office of Field Operations,Office of Field Operations,%all%,%all%,NOV,NOV,78,%many-values%,El Salvador,all
Office of Field Operations,Office of Field Operations,%all%,%all%,OCT,OCT,42,%many-values%,El Salvador,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,%all%,%all%,18,Accompanied Minors,El Salvador,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,MAY,MAY,1,Accompanied Minors,El Salvador,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,APR,APR,9,Accompanied Minors,El Salvador,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,MAR,MAR,1,Accompanied Minors,El Salvador,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,FEB,FEB,1,Accompanied Minors,El Salvador,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,JAN,JAN,1,Accompanied Minors,El Salvador,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,DEC,DEC,4,Accompanied Minors,El Salvador,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,OCT,OCT,1,Accompanied Minors,El Salvador,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,%all%,%all%,69,UC / Single Minors,El Salvador,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,JUN,JUN,12,UC / Single Minors,El Salvador,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,MAY,MAY,6,UC / Single Minors,El Salvador,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,APR,APR,8,UC / Single Minors,El Salvador,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,MAR,MAR,11,UC / Single Minors,El Salvador,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,FEB,FEB,10,UC / Single Minors,El Salvador,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,JAN,JAN,8,UC / Single Minors,El Salvador,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,DEC,DEC,4,UC / Single Minors,El Salvador,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,NOV,NOV,2,UC / Single Minors,El Salvador,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,OCT,OCT,8,UC / Single Minors,El Salvador,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,%all%,%all%,1545,FMUA,El Salvador,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,JUN,JUN,266,FMUA,El Salvador,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,MAY,MAY,438,FMUA,El Salvador,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,APR,APR,465,FMUA,El Salvador,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,MAR,MAR,92,FMUA,El Salvador,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,FEB,FEB,97,FMUA,El Salvador,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,JAN,JAN,65,FMUA,El Salvador,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,DEC,DEC,72,FMUA,El Salvador,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,NOV,NOV,38,FMUA,El Salvador,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,OCT,OCT,12,FMUA,El Salvador,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,%all%,%all%,641,Single Adults,El Salvador,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JUN,JUN,124,Single Adults,El Salvador,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAY,MAY,164,Single Adults,El Salvador,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,APR,APR,133,Single Adults,El Salvador,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAR,MAR,49,Single Adults,El Salvador,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,FEB,FEB,41,Single Adults,El Salvador,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JAN,JAN,34,Single Adults,El Salvador,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,DEC,DEC,37,Single Adults,El Salvador,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,NOV,NOV,38,Single Adults,El Salvador,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,OCT,OCT,21,Single Adults,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,%all%,%all%,73849,%many-values%,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JUN,JUN,8692,%many-values%,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAY,MAY,8366,%many-values%,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,APR,APR,7740,%many-values%,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAR,MAR,8249,%many-values%,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,FEB,FEB,6997,%many-values%,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JAN,JAN,5701,%many-values%,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,DEC,DEC,8757,%many-values%,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,NOV,NOV,9587,%many-values%,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,OCT,OCT,9760,%many-values%,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,%all%,%all%,12731,UC / Single Minors,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JUN,JUN,1570,UC / Single Minors,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,MAY,MAY,1610,UC / Single Minors,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,APR,APR,1275,UC / Single Minors,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,MAR,MAR,1469,UC / Single Minors,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,FEB,FEB,1129,UC / Single Minors,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JAN,JAN,942,UC / Single Minors,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,DEC,DEC,1342,UC / Single Minors,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,NOV,NOV,1730,UC / Single Minors,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,OCT,OCT,1664,UC / Single Minors,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,%all%,%all%,21912,FMUA,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JUN,JUN,2633,FMUA,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,MAY,MAY,2207,FMUA,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,APR,APR,1581,FMUA,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,MAR,MAR,1822,FMUA,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,FEB,FEB,1508,FMUA,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JAN,JAN,1297,FMUA,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,DEC,DEC,2926,FMUA,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,NOV,NOV,3836,FMUA,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,OCT,OCT,4102,FMUA,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,%all%,%all%,39206,Single Adults,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JUN,JUN,4489,Single Adults,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,MAY,MAY,4549,Single Adults,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,APR,APR,4884,Single Adults,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,MAR,MAR,4958,Single Adults,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,FEB,FEB,4360,Single Adults,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JAN,JAN,3462,Single Adults,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,DEC,DEC,4489,Single Adults,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,NOV,NOV,4021,Single Adults,El Salvador,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,OCT,OCT,3994,Single Adults,El Salvador,all
%all%,%all%,%all%,%all%,%all%,%all%,76122,%many-values%,El Salvador,all
%all%,%all%,%all%,%all%,JUN,JUN,9094,%many-values%,El Salvador,all
%all%,%all%,%all%,%all%,MAY,MAY,8975,%many-values%,El Salvador,all
%all%,%all%,%all%,%all%,APR,APR,8355,%many-values%,El Salvador,all
%all%,%all%,%all%,%all%,MAR,MAR,8402,%many-values%,El Salvador,all
%all%,%all%,%all%,%all%,FEB,FEB,7146,%many-values%,El Salvador,all
%all%,%all%,%all%,%all%,JAN,JAN,5809,%many-values%,El Salvador,all
%all%,%all%,%all%,%all%,DEC,DEC,8874,%many-values%,El Salvador,all
%all%,%all%,%all%,%all%,NOV,NOV,9665,%many-values%,El Salvador,all
%all%,%all%,%all%,%all%,OCT,OCT,9802,%many-values%,El Salvador,all
Office of Field Operations,Office of Field Operations,%all%,%all%,%all%,%all%,2135,%many-values%,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,JUN,JUN,389,%many-values%,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,MAY,MAY,600,%many-values%,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,APR,APR,578,%many-values%,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,MAR,MAR,136,%many-values%,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,FEB,FEB,140,%many-values%,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,JAN,JAN,100,%many-values%,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,DEC,DEC,96,%many-values%,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,NOV,NOV,69,%many-values%,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,OCT,OCT,27,%many-values%,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,%all%,%all%,2,Accompanied Minors,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,MAY,MAY,1,Accompanied Minors,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,APR,APR,1,Accompanied Minors,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,%all%,%all%,69,UC / Single Minors,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,JUN,JUN,12,UC / Single Minors,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,MAY,MAY,6,UC / Single Minors,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,APR,APR,8,UC / Single Minors,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,MAR,MAR,11,UC / Single Minors,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,FEB,FEB,10,UC / Single Minors,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,JAN,JAN,8,UC / Single Minors,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,DEC,DEC,4,UC / Single Minors,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,NOV,NOV,2,UC / Single Minors,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,OCT,OCT,8,UC / Single Minors,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,%all%,%all%,1545,FMUA,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,JUN,JUN,266,FMUA,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,MAY,MAY,438,FMUA,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,APR,APR,465,FMUA,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,MAR,MAR,92,FMUA,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,FEB,FEB,97,FMUA,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,JAN,JAN,65,FMUA,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,DEC,DEC,72,FMUA,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,NOV,NOV,38,FMUA,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,OCT,OCT,12,FMUA,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,%all%,%all%,519,Single Adults,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JUN,JUN,111,Single Adults,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAY,MAY,155,Single Adults,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,APR,APR,104,Single Adults,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAR,MAR,33,Single Adults,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,FEB,FEB,33,Single Adults,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JAN,JAN,27,Single Adults,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,DEC,DEC,20,Single Adults,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,NOV,NOV,29,Single Adults,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,OCT,OCT,7,Single Adults,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,%all%,%all%,29544,%many-values%,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JUN,JUN,3723,%many-values%,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAY,MAY,3368,%many-values%,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,APR,APR,2767,%many-values%,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAR,MAR,2941,%many-values%,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,FEB,FEB,2378,%many-values%,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JAN,JAN,1925,%many-values%,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,DEC,DEC,3366,%many-values%,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,NOV,NOV,4545,%many-values%,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,OCT,OCT,4531,%many-values%,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,%all%,%all%,12730,UC / Single Minors,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JUN,JUN,1570,UC / Single Minors,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,MAY,MAY,1610,UC / Single Minors,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,APR,APR,1275,UC / Single Minors,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,MAR,MAR,1469,UC / Single Minors,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,FEB,FEB,1129,UC / Single Minors,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JAN,JAN,942,UC / Single Minors,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,DEC,DEC,1341,UC / Single Minors,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,NOV,NOV,1730,UC / Single Minors,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,OCT,OCT,1664,UC / Single Minors,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,%all%,%all%,14260,FMUA,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JUN,JUN,1645,FMUA,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,MAY,MAY,1405,FMUA,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,APR,APR,957,FMUA,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,MAR,MAR,1254,FMUA,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,FEB,FEB,1051,FMUA,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JAN,JAN,828,FMUA,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,DEC,DEC,1846,FMUA,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,NOV,NOV,2620,FMUA,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,OCT,OCT,2654,FMUA,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,%all%,%all%,2554,Single Adults,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JUN,JUN,508,Single Adults,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,MAY,MAY,353,Single Adults,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,APR,APR,535,Single Adults,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,MAR,MAR,218,Single Adults,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,FEB,FEB,198,Single Adults,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JAN,JAN,155,Single Adults,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,DEC,DEC,179,Single Adults,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,NOV,NOV,195,Single Adults,El Salvador,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,OCT,OCT,213,Single Adults,El Salvador,Title 8
%all%,%all%,%all%,%all%,%all%,%all%,31679,%many-values%,El Salvador,Title 8
%all%,%all%,%all%,%all%,JUN,JUN,4112,%many-values%,El Salvador,Title 8
%all%,%all%,%all%,%all%,MAY,MAY,3968,%many-values%,El Salvador,Title 8
%all%,%all%,%all%,%all%,APR,APR,3345,%many-values%,El Salvador,Title 8
%all%,%all%,%all%,%all%,MAR,MAR,3077,%many-values%,El Salvador,Title 8
%all%,%all%,%all%,%all%,FEB,FEB,2518,%many-values%,El Salvador,Title 8
%all%,%all%,%all%,%all%,JAN,JAN,2025,%many-values%,El Salvador,Title 8
%all%,%all%,%all%,%all%,DEC,DEC,3462,%many-values%,El Salvador,Title 8
%all%,%all%,%all%,%all%,NOV,NOV,4614,%many-values%,El Salvador,Title 8
%all%,%all%,%all%,%all%,OCT,OCT,4558,%many-values%,El Salvador,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,%all%,%all%,138,%many-values%,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,JUN,JUN,13,Single Adults,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,MAY,MAY,9,Single Adults,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,APR,APR,37,%many-values%,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,MAR,MAR,17,%many-values%,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,FEB,FEB,9,%many-values%,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,JAN,JAN,8,%many-values%,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,DEC,DEC,21,%many-values%,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,NOV,NOV,9,Single Adults,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,OCT,OCT,15,%many-values%,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,%all%,%all%,16,Accompanied Minors,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,APR,APR,8,Accompanied Minors,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,MAR,MAR,1,Accompanied Minors,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,FEB,FEB,1,Accompanied Minors,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,JAN,JAN,1,Accompanied Minors,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,DEC,DEC,4,Accompanied Minors,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,OCT,OCT,1,Accompanied Minors,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,%all%,%all%,122,Single Adults,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JUN,JUN,13,Single Adults,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAY,MAY,9,Single Adults,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,APR,APR,29,Single Adults,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAR,MAR,16,Single Adults,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,FEB,FEB,8,Single Adults,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JAN,JAN,7,Single Adults,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,DEC,DEC,17,Single Adults,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,NOV,NOV,9,Single Adults,El Salvador,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,OCT,OCT,14,Single Adults,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,%all%,%all%,44305,%many-values%,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JUN,JUN,4969,%many-values%,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAY,MAY,4998,%many-values%,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,APR,APR,4973,%many-values%,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAR,MAR,5308,%many-values%,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,FEB,FEB,4619,%many-values%,El Salvador,Title 42
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JAN,JAN,3776,%many-values%,El Salvador,Title 42
